Rial value of the line,Rial value of the line after discount,Rial value of the old line,brand,Rial value of invoice products,packaging,Number of product discounts,Rial discount calculated,Quantity purchased,Distributor,Sum of purchased quantity and product discount,Settlement discount percentage,Riyal volume discount percentage of the invoice,Riyal discount percentage of the line,Basket discount percentage,Discount percentage of the product line,Discount percentage of invoice goods,Percentage of total discounts for one product,Tax percentage on the invoice,Tax percentage on the line,Final tax percentage,invoice date day,invoice year month,The basic price of a product,Invoice serial number,The price of one item for the shopkeeper with all discounts applied,Store code,Shop class,Standard group,Strategic group,Bazar group,Invoice date month,Neighborhoods,Characteristic 2,Characteristic 3,area,Characteristic 1,Numeric area,How to settle,weight,Feature 1,Feature 2
1128000,1128000,1128000,Unknown,8256000,nylon,0,0,24,Shiraz,24,0,0,0,0,0,0,0.00%,0,0,0,,140103,47000,10177303631,47000,101773,A,Spices and salt,Seasoning and spices,starch,,Mahalat,,,1,,1,1,0,,
1229610,1128082.2,1126236,Setare,5023708,nylon,0,91225.116,12,TakhtJamshid,12,3.105999947,0,5,0,0,0,810.00%,9,8.824000359,9,,140101,93853,10183801536,94006.85,101838,B,Spices and salt,Seasoning and spices,sumac,,Ashraf,,,2,,2,1,50,,
1230764,1129140.96,1120578,Lovely,16283226,nylon,0,85163.928,6,Rasht,6,0.555999994,0,7,0,0,0,760.00%,9,0.578999996,9,,140103,186763,10159804942,188190.16,101598,C,Spices and salt,Seasoning and spices,Turmeric,,Jam,,,4,,4,1,155,,
1226753,1131330.08,1235448,Setare,27591030,Pat,0,185934.924,8,TakhtJamshid,8,5.475999832,0,10,0,0,7.065000057,2260.00%,9,9.161999702,13.58099985,,140101,308862,10133808378,285688.46,101338,C,Spices and salt,Seasoning and spices,red pepper,,Kerman,,,8,,8,1,180,,
1234328,1132411.04,1249104,Setare,7893912,Pat,0,209849.472,8,TakhtJamshid,8,2.828000069,0,14,0,0,0,1680.00%,9,8.008999825,9,,140102,156138,10209500095,141551.38,102095,B,Spices and salt,Seasoning and spices,Turmeric,,Goli,,,22,,22,1,90,,
1132413,1132413.24,1200000,Herkool,131470800,Pat,0,67200,12,Aroosha,12,2.920000076,0,2,0,0,0.712000012,560.00%,0,0,0,,140101,100000,10146110347,94367.77,101461,A,Spices and salt,Seasoning and spices,garlic powder,,Winner,,,14,,14,1,80,,
1234625,1132683.12,1141596,Setare,7748868,nylon,0,102743.64,12,TakhtJamshid,12,2.97300005,0,6,0,0,0,900.00%,9,0,9,,140101,95133,10125612290,94390.26,101256,B,Spices and salt,Seasoning and spices,pecan,,Nan,,,1,,1,1,80,,
1238164,1135930.38,1120578,Lovely,7175628,nylon,0,78440.46,6,Rasht,6,0,0,7,0,0,0,700.00%,9,8.885000229,9,,140102,186763,10152805159,189321.73,101528,A,Spices and salt,Seasoning and spices,Turmeric,,Homa,,,2,,2,1,155,,
1238164,1135930.38,1120578,Lovely,9743610,nylon,0,78440.46,6,Rasht,6,0,0,7,0,0,0,700.00%,9,8.892000198,9,,140102,186763,10149802794,189321.73,101498,D,Spices and salt,Seasoning and spices,Turmeric,,Ahan,,,22,,22,1,155,,
1140000,1140000,1140000,Loot,57018000,Pat,0,0,6,Ketab,6,0,0,0,0,0,0,0.00%,0,0,0,,140103,190000,10209500369,190000,102095,B,Spices and salt,Seasoning and spices,garlic powder,,Goli,,,22,,22,1,160,,
1140000,1140000,1140000,Loot,57018000,Pat,0,0,6,Ketab,6,0,0,0,0,0,0,0.00%,0,0,0,,140103,190000,10209500369,190000,102095,B,Spices and salt,Seasoning and spices,cinnamon,,Goli,,,22,Wood,22,1,0,Little,
1140000,1140000,1140000,Loot,26874000,Pat,0,0,6,Ketab,6,0,0,0,0,0,0,0.00%,0,0,0,,140101,190000,10151706134,190000,101517,B,Spices and salt,Seasoning and spices,cinnamon,,Government,,,3,Powder,3,1,0,,
1140000,1140000,1140000,Loot,26874000,nylon,0,0,6,Ketab,6,0,0,0,0,0,0,0.00%,0,0,0,,140101,190000,10151706134,190000,101517,B,Spices and salt,Seasoning and spices,starch,,Government,,,3,corn starch,3,1,530,,
1140720,1140720,1176000,Herkool,17296800,nylon,0,35280,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,98000,10194000969,95060,101940,C,Spices and salt,Seasoning and spices,pecan,,Government,,,3,,3,1,150,,
1140720,1140720,1176000,Herkool,43596000,nylon,0,35280,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,98000,10186401711,95060,101864,B,Spices and salt,Seasoning and spices,pecan,,CityZiba,,,5,,5,1,150,,
1140720,1140720,1176000,Herkool,4656000,nylon,0,35280,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,98000,10182901319,95060,101829,B,Spices and salt,Seasoning and spices,pecan,,Jey,,,10,,10,1,150,,
1140720,1140720,1176000,Herkool,6430000,nylon,0,35280,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,98000,10151106687,95060,101511,B,Spices and salt,Seasoning and spices,pecan,,Satar,,,2,,2,1,150,,
1140720,1140720,1176000,Herkool,5474800,nylon,0,35280,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,98000,10144904450,95060,101449,B,Spices and salt,Seasoning and spices,pecan,,Eshgh,,,12,,12,1,150,,
1141921,1141921.2,1200000,Herkool,158211600,Pat,0,57600,12,Aroosha,12,2.839999914,0,2,0,0,0,480.00%,0,0,0,,140102,100000,10155004366,95160.1,101550,C,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,100,,
1245836,1142968.56,1084044,Tab,3148284,nylon,0,35773.452,12,Niki,12,3.269999981,0,0,0,0,0,330.00%,9,9.468000412,9,,140102,90337,10148005480,95247.38,101480,B,Spices and salt,Seasoning and spices,starch,,NanBala,,,3,,3,1,350,,
1245851,1142982.6,1084044,Tab,3221292,nylon,0,35773.452,12,Niki,12,3.269000053,0,0,0,0,0,330.00%,9,0,9,,140102,90337,10139602020,95248.55,101396,C,Spices and salt,Seasoning and spices,starch,,NanBala,,,3,,3,1,350,,
1246379,1143467.4,1141596,Setare,7709606,nylon,0,92469.276,12,TakhtJamshid,12,3.105999947,0,5,0,0,0,810.00%,9,8.824000359,9,,140102,95133,10149202024,95288.95,101492,B,Spices and salt,Seasoning and spices,pecan,,Homa,,,2,,2,1,80,,
1247353,1144360.32,1141596,Setare,4639456,nylon,0,91327.68,12,TakhtJamshid,12,3.035000086,0,5,0,0,0,800.00%,9,6.349999905,9,,140101,95133,10138109584,95363.36,101381,C,Spices and salt,Seasoning and spices,pecan,,Fery,,,5,,5,1,80,,
1247725,1144701.66,1152522,Lovely,28784252,Pat,0,102574.458,3,Rasht,3,0,0,8.87899971,0,0,0,890.00%,9,8.713999748,9,,140103,384174,10126316488,381567.22,101263,A,Spices and salt,Seasoning and spices,cinnamon,,Sani,,,1,,1,1,120,,
1251852,1148487.96,1182552,Setare,34887084,Pat,0,128898.168,6,TakhtJamshid,6,2.900000095,0,8,0,0,0,1090.00%,9,8.218999863,9,,140101,197092,10161408341,191414.66,101614,B,Spices and salt,Seasoning and spices,starch,,Gharb,,,2,,2,1,400,,
1150000,1150000,1150000,Nett,68015980,nylon,0,0,1,Ronisa,1,0,0,0,0,0,0,0.00%,0,0,0,,140101,1150000,10126506658,1150000,101265,B,Spices and salt,Seasoning and spices,red pepper,,Ghole,,,3,,3,1,1000,,
1187555,1154019.36,1167192,Setare,37179492,nylon,0,12839.112,12,TakhtJamshid,12,1.128999949,0,0,0,0,0,110.00%,0,2.905999899,2.905999899,,140103,97266,10209200822,96168.28,102092,B,Spices and salt,Seasoning and spices,red pepper,,Restooran,,,1,,1,1,50,,
1154231,1154230.92,1200000,Herkool,120513600,Pat,0,45600,12,Aroosha,12,2.813999891,0,1,0,0,0,380.00%,0,0,0,,140102,100000,10146110735,96185.91,101461,A,Spices and salt,Seasoning and spices,Turmeric,,Winner,,,14,,14,1,100,,
1258537,1154621.28,1458996,Setare,25725968,nylon,1,399764.904,11,TakhtJamshid,12,2.562999964,0,16.5,0,8.333000183,0,2740.00%,9,4.084000111,9,,140101,121583,10151508149,96218.44,101515,A,Spices and salt,Seasoning and spices,Baking powder,,Janat,,,5,,5,1,80,,
1187114,1156489.92,1173600,Erste,3828800,Pat,0,46944,12,TakhtJamshid,12,0,0,4,0,0,0,400.00%,2.648000002,2.648000002,2.648000002,,140101,97800,10158908055,96374.16,101589,B,Spices and salt,Seasoning and spices,starch,,Kasif,,,6,,6,1,75,,
1262845,1158573.6,1187664,Setare,15705028,nylon,0,124704.72,12,TakhtJamshid,12,2.503999949,0,8,0,0,0,1050.00%,9,0,9,,140102,98972,10138110184,96547.8,101381,C,Spices and salt,Seasoning and spices,garlic powder,,Fery,,,5,,5,1,50,,
1263548,1159218.16,1194496,Setare,11329048,Pat,0,131394.56,8,TakhtJamshid,8,2.96600008,0,8,0,0,0,1100.00%,9,7.090000153,9,,140101,149312,10207100187,144902.27,102071,B,Spices and salt,Seasoning and spices,garlic powder,,Zendan,,,1,,1,1,100,,
1263549,1159218.88,1194496,Setare,8543204,Pat,0,131394.56,8,TakhtJamshid,8,2.96600008,0,8,0,0,0,1100.00%,9,8.413999557,9,,140101,149312,10152207194,144902.36,101522,C,Spices and salt,Seasoning and spices,garlic powder,,Kasif,,,6,,6,1,100,,
1265251,1160780.4,1194496,Setare,10724588,Pat,0,129005.568,8,TakhtJamshid,8,2.845999956,0,8,0,0,0,1080.00%,9,0,9,,140101,149312,10176801785,145097.55,101768,C,Spices and salt,Seasoning and spices,garlic powder,,Ekbatan,,,5,,5,1,100,,
1163820,1163819.9,1200000,Pahlavi,5665000,nylon,0,36000,10,Abshar,10,3.015000105,0,0,0,0,0,300.00%,0,0,0,,140103,120000,10107605123,116381.99,101076,B,Spices and salt,Seasoning and spices,black pepper,,Masi,,,15,,15,1,0,,
1164000,1164000,1200000,Herkool,21214000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,100000,10179501667,97000,101795,B,Spices and salt,Seasoning and spices,garlic powder,,Pars,,,4,,4,1,80,,
1164000,1164000,1200000,Herkool,2538000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,100000,10175102872,97000,101751,B,Spices and salt,Seasoning and spices,garlic powder,,Aghdas,,,1,,1,1,80,,
1164000,1164000,1200000,Herkool,21351000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,100000,10173301483,97000,101733,B,Spices and salt,Seasoning and spices,garlic powder,,Eshgh,,,12,,12,1,80,,
1164000,1164000,1200000,Herkool,72305600,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,100000,10172904964,97000,101729,B,Spices and salt,Seasoning and spices,Turmeric,,TehranNew,,,13,,13,1,100,,
1164000,1164000,1200000,Herkool,6738000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,100000,10153502313,97000,101535,C,Spices and salt,Seasoning and spices,Turmeric,,Pars,,,4,,4,1,100,,
1164000,1164000,1200000,Herkool,8566000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,100000,10148202578,97000,101482,C,Spices and salt,Seasoning and spices,Turmeric,,Winner,,,14,,14,1,100,,
1164000,1164000,1200000,Herkool,5645000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,100000,10148105544,97000,101481,A,Spices and salt,Seasoning and spices,garlic powder,,Pashimani,,,7,,7,1,80,,
1164000,1164000,1200000,Herkool,5645000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,100000,10148105544,97000,101481,A,Spices and salt,Seasoning and spices,Turmeric,,Pashimani,,,7,,7,1,100,,
1164000,1164000,1200000,Herkool,14692000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,100000,10142901791,97000,101429,C,Spices and salt,Seasoning and spices,garlic powder,,Rey,,,20,,20,1,80,,
1164000,1164000,1200000,Herkool,8792000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140103,100000,10116107284,97000,101161,C,Spices and salt,Seasoning and spices,garlic powder,,Hava,,,13,,13,1,80,,
1164000,1164000,1200000,Herkool,24492000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,100000,10111808035,97000,101118,B,Spices and salt,Seasoning and spices,garlic powder,,War,,,14,,14,1,80,,
1164000,1164000,1200000,Herkool,6480000,Pat,0,36000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,100000,10101511759,97000,101015,B,Spices and salt,Seasoning and spices,Turmeric,,Pars,,,4,,4,1,100,,
1164642,1164642.48,1200000,Herkool,74304000,Pat,0,34800,12,Aroosha,12,2.946000099,0,0,0,0,0,290.00%,0,0,0,,140102,100000,10121807814,97053.54,101218,C,Spices and salt,Seasoning and spices,Turmeric,,Pars,,,4,,4,1,100,,
1164808,1164808.2,1200000,Herkool,64007000,Pat,0,34800,12,Aroosha,12,2.933000088,0,0,0,0,0,290.00%,0,0,0,,140102,100000,10125201882,97067.35,101252,B,Spices and salt,Seasoning and spices,garlic powder,,Tehranhead,,,21,,21,1,80,,
1165114,1165113.6,1200000,Herkool,7015000,Pat,0,34800,12,Aroosha,12,2.907000065,0,0,0,0,0,290.00%,0,0,0,,140102,100000,10160803074,97092.8,101608,C,Spices and salt,Seasoning and spices,Turmeric,,Rey,,,20,,20,1,100,,
1166123,1166122.8,1187664,Setare,17363751,nylon,0,21377.952,12,TakhtJamshid,12,1.81400001,0,0,0,0,0,180.00%,0,0,0,,140103,98972,10158506823,97176.9,101585,C,Spices and salt,Seasoning and spices,garlic powder,,Safran,,,1,,1,1,50,,
1167023,1167023.06,1243550,Berlin,2407350,Pat,0,77100.1,7,Pishtaz,7,0,0,2,0,0,4.153999805,620.00%,0,0,0,,140101,177650,10162004126,166717.58,101620,B,Spices and salt,Seasoning and spices,Turmeric,,TehranNew,,,13,,13,1,90,,
1168500,1168500,1230000,Unknown,10992000,nylon,0,61500,6,Archan,6,0,5,0,0,0,0,500.00%,0,0,0,,140103,205000,10202900996,194750,102029,A,Spices and salt,Seasoning and spices,starch,,Zendan,,,1,starch flower,1,1,280,,
1168500,1168500,1168500,Mahi,10255700,nylon,0,0,15,Paytakht,15,0,0,0,0,0,0,0.00%,0,0,0,,140101,77900,10194801971,77900,101948,C,Spices and salt,Seasoning and spices,pecan,,Bala,,,1,,1,1,100,,
1168500,1168500,1168500,Mahi,16220350,nylon,0,0,15,Paytakht,15,0,0,0,0,0,0,0.00%,0,0,0,,140101,77900,10180003927,77900,101800,B,Spices and salt,Seasoning and spices,pecan,,Ashraf,,,5,,5,1,100,,
1274382,1169157.36,1205508,Varamin,6173944,nylon,0,132605.88,12,Afarinsh,12,3.023000002,0,8,0,0,0,1100.00%,9,8.581000328,9,,140102,100459,10184700830,97429.78,101847,C,Spices and salt,Seasoning and spices,Turmeric,,Hakim,,,4,,4,1,75,,
1277012,1171570.8,1141596,Setare,11460479,nylon,0,66212.568,12,TakhtJamshid,12,2.84800005,0,3,0,0,0,580.00%,9,5.568999767,9,,140101,95133,10173902977,97630.9,101739,C,Spices and salt,Seasoning and spices,pecan,,Usef,,,6,,6,1,80,,
1285490,1179348.24,1141596,Setare,10528486,nylon,0,59362.992,12,TakhtJamshid,12,2.22300005,0,3,0,0,0,520.00%,9,2.492000103,9,,140101,95133,10199500413,98279.02,101995,C,Spices and salt,Seasoning and spices,pecan,,Usef,,,6,,6,1,80,,
1179426,1179425.94,1243550,Berlin,3168060,Pat,0,64664.6,7,Pishtaz,7,0,0,2,0,0,3.157000065,520.00%,0,0,0,,140101,177650,10152504173,168489.42,101525,B,Spices and salt,Seasoning and spices,Turmeric,,4Rah,,,10,,10,1,90,,
1180308,1180308.08,1243550,Berlin,19976065,Pat,0,63421.05,7,Pishtaz,7,0,0,2,0,0,3.085999966,510.00%,0,0,0,,140102,177650,10209700554,168615.44,102097,B,Spices and salt,Seasoning and spices,Turmeric,,Restooran,,,1,,1,1,90,,
1287953,1181607.96,1084044,Tab,3501216,nylon,0,0,12,Niki,12,0,0,0,0,0,0,0.00%,9,7.968999863,9,,140102,90337,10151706293,98467.33,101517,B,Spices and salt,Seasoning and spices,starch,,Government,,,3,,3,1,350,,
1291020,1184422.16,1249104,Setare,19904636,Pat,0,162383.52,8,TakhtJamshid,8,3.007999897,0,10,0,0,0,1300.00%,9,6.558000088,9,,140102,156138,10123013333,148052.77,101230,B,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,90,,
1291193,1184580.3,1122000,Frueh,2846000,Pat,0,34782,6,Binalood,6,3.140000105,0,0,0,0,0,310.00%,9,3.663000107,9,,140101,187000,10176902196,197430.05,101769,A,Spices and salt,Seasoning and spices,cinnamon,,Ashraf,,,2,,2,1,70,,
1291979,1185301.84,1249104,Setare,15101836,Pat,0,161134.416,8,TakhtJamshid,8,2.943000078,0,10,0,0,0,1290.00%,9,8.345999718,9,,140102,156138,10202900535,148162.73,102029,A,Spices and salt,Seasoning and spices,Turmeric,,Zendan,,,1,,1,1,90,,
1292196,1185500.72,1194496,Setare,6140558,Pat,0,106310.144,8,TakhtJamshid,8,2.947999954,0,6,0,0,0,890.00%,9,0,9,,140101,149312,10179302723,148187.59,101793,C,Spices and salt,Seasoning and spices,garlic powder,,Ahan,,,22,,22,1,100,,
1292407,1185694.92,1183488,Damavand,5587083,nylon,0,95862.528,12,Golijan,12,2.088000059,0,5.998000145,0,0,0,810.00%,9,8.805000305,9,,140101,98624,10152703769,98807.91,101527,C,Spices and salt,Seasoning and spices,Turmeric,,4Rah,,,10,,10,1,75,,
1292440,1185724.72,1170608,Setare,4016920,Pat,0,83113.168,8,TakhtJamshid,8,3.072000027,0,4,0,0,0,710.00%,9,8.723999977,9,,140101,146326,10143507678,148215.59,101435,B,Spices and salt,Seasoning and spices,sumac,,Bicharegi,,,11,,11,1,80,,
1292464,1185746.64,1194496,Setare,7293248,Pat,0,106310.144,8,TakhtJamshid,8,2.928999901,0,6,0,0,0,890.00%,9,8.303999901,9,,140101,149312,10185401817,148218.33,101854,C,Spices and salt,Seasoning and spices,garlic powder,,Khale,,,8,,8,1,100,,
1293474,1186673.6,1194496,Setare,7859772,Pat,0,106310.144,8,TakhtJamshid,8,2.85800004,0,6,0,0,0,890.00%,9,8.095999718,9,,140101,149312,10141804821,148334.2,101418,B,Spices and salt,Seasoning and spices,garlic powder,,Usef,,,6,,6,1,100,,
1294419,1187540.48,1194496,Setare,6057798,Pat,0,105115.648,8,TakhtJamshid,8,2.790999889,0,6,0,0,0,880.00%,9,0,9,,140101,149312,10151706118,148442.56,101517,B,Spices and salt,Seasoning and spices,garlic powder,,Government,,,3,,3,1,100,,
1189721,1189721.19,1243550,Berlin,6873020,Pat,0,53472.65,7,Pishtaz,7,0,0,2,0,0,2.328999996,430.00%,0,0,0,,140102,177650,10151202481,169960.17,101512,C,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,90,,
1219490,1192060.32,1213800,Erste,12180828,nylon,0,48552,6,TakhtJamshid,6,0,0,4,0,0,0,400.00%,2.301000118,2.301000118,2.301000118,,140101,202300,10148005699,198676.72,101480,B,Spices and salt,Seasoning and spices,cinnamon,,NanBala,,,3,,3,1,75,,
1300260,1192899.52,1194496,Setare,9693280,Pat,0,100337.664,8,TakhtJamshid,8,2.378999949,0,6,0,0,0,840.00%,9,8.791000366,9,,140101,149312,10143406426,149112.44,101434,B,Spices and salt,Seasoning and spices,garlic powder,,Laanat,,,11,,11,1,100,,
1301152,1193717.88,1167192,Setare,1955556,nylon,0,72365.904,12,TakhtJamshid,12,3.171999931,0,3,0,0,0,620.00%,9,9.015999794,9,,140102,97266,10158506578,99476.49,101585,C,Spices and salt,Seasoning and spices,red pepper,,Safran,,,1,,1,1,50,,
1301157,1193721.84,1167192,Setare,3388956,nylon,0,72365.904,12,TakhtJamshid,12,3.171999931,0,3,0,0,0,620.00%,9,0,9,,140103,97266,10177201300,99476.82,101772,B,Spices and salt,Seasoning and spices,red pepper,,Pars,,,4,,4,1,50,,
1194000,1194000,1194000,Mahi,5670000,Pat,0,0,10,Paytakht,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,119400,10188902669,119400,101889,C,Spices and salt,Seasoning and spices,garlic powder,,Emami,,,13,,13,1,100,,
1194865,1194865,1243550,Berlin,10443670,Pat,0,48498.45,7,Pishtaz,7,0,0,2,0,0,1.914999962,390.00%,0,0,0,,140101,177650,10192900323,170695,101929,C,Spices and salt,Seasoning and spices,Turmeric,,Khoob,,,16,,16,1,90,,
1223939,1196409.18,1218228,Erste,12180828,nylon,0,48729.12,6,TakhtJamshid,6,0,0,4,0,0,0,400.00%,2.301000118,2.301000118,2.301000118,,140101,203038,10148005699,199401.53,101480,B,Spices and salt,Seasoning and spices,cumin,,NanBala,,,3,Black cumin,3,1,40,Powder,
1304135,1196454.16,1194496,Setare,5023708,Pat,0,96754.176,8,TakhtJamshid,8,3.105999947,0,5,0,0,0,810.00%,9,8.824000359,9,,140101,149312,10183801536,149556.77,101838,B,Spices and salt,Seasoning and spices,garlic powder,,Ashraf,,,2,,2,1,100,,
1304354,1196654.72,1170608,Setare,2111171,Pat,0,72577.696,8,TakhtJamshid,8,3.21600008,0,3,0,0,0,620.00%,9,9.144000053,9,,140101,146326,10135107989,149581.84,101351,B,Spices and salt,Seasoning and spices,sumac,,Pars,,,4,,4,1,80,,
1304488,1196778,1170608,Setare,3619188,Pat,0,72577.696,8,TakhtJamshid,8,3.20600009,0,3,0,0,0,620.00%,9,9.116000175,9,,140101,146326,10144206828,149597.25,101442,C,Spices and salt,Seasoning and spices,sumac,,Eshgh,,,12,,12,1,80,,
1197051,1197050.89,1243550,Berlin,20594652,Pat,0,46011.35,7,Pishtaz,7,0,0,2,0,0,1.738999963,370.00%,0,0,0,,140101,177650,10125612058,171007.27,101256,B,Spices and salt,Seasoning and spices,Turmeric,,Nan,,,1,,1,1,90,,
1200000,1200000,1200000,Unknown,9270000,nylon,0,0,15,Ronisa,15,0,0,0,0,0,0,0.00%,0,0,0,,140101,80000,10194901308,80000,101949,A,Spices and salt,Seasoning and spices,starch,,Ahan,,,22,,22,1,0,,
1200000,1200000,1200000,Mahi,9750009,nylon,0,0,30,Ronisa,30,0,0,0,0,0,0,0.00%,0,0,0,,140102,40000,10177303353,40000,101773,A,Spices and salt,Seasoning and spices,vanilla,,Mahalat,,,1,,1,1,0,sugari,
1200000,1200000,1200000,Ghoniza,17750000,nylon,0,0,10,Jojoo,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,120000,10151107406,120000,101511,B,Spices and salt,Seasoning and spices,Baking powder,,Satar,,,2,,2,1,60,,
1200000,1200000,1200000,Unknown,8600000,nylon,0,0,20,Kooh,20,0,0,0,0,0,0,0.00%,0,0,0,,140101,60000,10133402893,60000,101334,C,Spices and salt,Seasoning and spices,starch,,Masi,,,15,,15,1,0,,
1200000,1200000,1200000,Unknown,2600000,nylon,0,0,20,Karaj,20,0,0,0,0,0,0,0.00%,0,0,0,,140101,60000,10120311464,60000,101203,A,Spices and salt,Seasoning and spices,starch,,Moeen,,,9,,9,1,0,,
1200000,1200000,1200000,Unknown,5500000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,120000,10102808432,120000,101028,B,Spices and salt,Seasoning and spices,starch,,Fery,,,5,,5,1,0,,
1200000,1200000,1200000,Unknown,10520000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140103,120000,10102610739,120000,101026,B,Spices and salt,Seasoning and spices,sour dough,,Fery,,,5,,5,1,0,,
1200000,1200000,1200000,Unknown,10520000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140103,120000,10102610739,120000,101026,B,Spices and salt,Seasoning and spices,vanilla,,Fery,,,5,,5,1,0,,
1200000,1200000,1200000,Unknown,5440000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,120000,10102610537,120000,101026,B,Spices and salt,Seasoning and spices,Turmeric,,Fery,,,5,,5,1,0,,
1200000,1200000,1200000,Unknown,5440000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,120000,10102610537,120000,101026,B,Spices and salt,Seasoning and spices,starch,,Fery,,,5,,5,1,0,,
1308164,1200150.36,1183488,Golijan,8729088,nylon,0,82844.16,12,Golijan,12,1.965999961,0,4.999000072,0,0,0,700.00%,9,1.182000041,9,,140101,98624,10194001173,100012.53,101940,C,Spices and salt,Seasoning and spices,sumac,,Government,,,3,,3,1,50,,
1203610,1203609.96,1243550,Berlin,8252640,Pat,0,39793.6,7,Pishtaz,7,0,0,2,0,0,1.212000012,320.00%,0,0,0,,140101,177650,10210400104,171944.28,102104,B,Spices and salt,Seasoning and spices,Turmeric,,Jey,,,10,,10,1,90,,
1203709,1203708.94,1243550,Berlin,12461001,Pat,0,39793.6,7,Pishtaz,7,0,0,2,0,0,1.203999996,320.00%,0,0,0,,140101,177650,10191201039,171958.42,101912,D,Spices and salt,Seasoning and spices,Turmeric,,Bala,,,1,,1,1,90,,
1312108,1203768.88,1342384,Golijan,3649984,Pat,0,237601.968,4,Golijan,4,1.735999942,0,15.99499989,0,0,0,1770.00%,9,2.829999924,9,,140103,335596,10103614644,300942.22,101036,A,Spices and salt,Seasoning and spices,cinnamon,,Kasif,,,6,Wood,6,1,70,,
1210428,1210428.3,1300000,Setare,41134200,nylon,0,89700,10,Gilan,10,0,6.889999866,0,0,0,0,690.00%,0,0,0,,140101,130000,10161207001,121042.83,101612,B,Spices and salt,Seasoning and spices,cinnamon,,Hend,,,6,Wood,6,1,0,,
1320689,1211641.36,1249104,Setare,8995248,Pat,0,137401.44,8,TakhtJamshid,8,3.007999897,0,8,0,0,0,1100.00%,9,8.536999702,9,,140102,156138,10158506036,151455.17,101585,C,Spices and salt,Seasoning and spices,Turmeric,,Safran,,,1,,1,1,90,,
1320689,1211641.52,1249104,Setare,10453544,Pat,0,137401.44,8,TakhtJamshid,8,3.007999897,0,8,0,0,0,1100.00%,9,0,9,,140103,156138,10135213492,151455.19,101352,A,Spices and salt,Seasoning and spices,Turmeric,,Kar,,,1,,1,1,90,,
1212994,1212994.16,1484525,Berlin,13465415,Pat,0,271668.075,7,Pishtaz,7,0,0,2,15.17700005,0,1.113999963,1830.00%,0,0,0,,140101,212075,10209300159,173284.88,102093,B,Spices and salt,Seasoning and spices,garlic powder,,Restooran,,,1,,1,1,90,,
